date,open,close,volume,change%
2015-12-31,2049.4225312500002,2053.445022375,2779295000.0,0.20049999999999998
2016-01-31,1924.6389481578947,1918.5978874736845,4863672105.263158,-0.2975789473684211
2016-02-29,1904.8049865,1904.4184935500002,4652478000.0,-0.015400000000000042
2016-03-31,2015.6127209545448,2021.9540904999997,4210882727.2727275,0.3193181818181818
2016-04-30,2075.0738351428568,2075.535231761905,3863094761.904762,0.023666666666666662
2016-05-31,2064.094738238095,2065.5504790000005,3756361904.7619047,0.07185714285714284
2016-06-30,2083.4695433636366,2083.891368454546,3947850000.0,0.02381818181818183
2016-07-31,2145.64649675,2148.9019775500005,3476512500.0,0.15340000000000004
2016-08-31,2177.612623130435,2177.4821670869565,3287404782.6086955,-0.005652173913043479
2016-09-30,2157.573834952381,2157.6909645238097,3679535238.095238,0.008047619047619047
2016-10-31,2146.1847564285717,2143.020937904762,3485553809.5238094,-0.1467619047619048
2016-11-30,2161.8400066666663,2164.985688761905,4204750476.1904764,0.1466666666666667
2016-12-31,2246.1376255238097,2246.629045714286,3583392380.952381,0.023666666666666676
2017-01-31,2273.5319704000003,2275.1159788999994,3524159000.0,0.07010000000000001
2017-02-28,2325.5852821052626,2329.9105418421054,3640127368.4210525,0.1858947368421052
2017-03-31,2366.868705434783,2366.822170173913,3545555217.3913045,-0.0005217391304347746
2017-04-30,2360.1500050526315,2359.3094545789477,3435035263.1578946,-0.03510526315789474
2017-05-31,2394.4700039090912,2395.345880681818,3618507727.2727275,0.0369090909090909
2017-06-30,2434.683604818182,2433.985451454546,3681931363.6363635,-0.027909090909090904
2017-07-31,2453.0394897999995,2454.1025025,3158470000.0,0.04374999999999999
2017-08-31,2456.7499682608695,2456.2230702173906,3070262173.9130435,-0.020434782608695676
2017-09-30,2491.3324952499997,2492.8410400000002,3316899000.0,0.0603
2017-10-31,2555.807273136364,2556.99727,3221435000.0,0.047227272727272736
2017-11-30,2590.306163952381,2593.605736190476,3484440952.3809524,0.127
2017-12-31,2666.0699951499996,2664.3405273,3262559500.0,-0.06420000000000001
2018-01-31,2785.686651285715,2789.8038156190473,3660005714.285714,0.15123809523809523
2018-02-28,2710.269467,2705.1552477368423,4188390000.0,-0.1727368421052632
2018-03-31,2707.860002904762,2702.7738211428564,3636657142.857143,-0.18399999999999997
2018-04-30,2657.6414155238094,2653.6252092857144,3316599523.8095236,-0.1458095238095238
2018-05-31,2699.1218372727276,2701.4936190909084,3437149090.909091,0.09072727272727271
2018-06-30,2754.971423857143,2754.3528878571433,3687605238.095238,-0.02180952380952381
2018-07-31,2789.537155904762,2793.643357,3073436666.6666665,0.14928571428571433
2018-08-31,2854.5456435652172,2857.820429217391,3010357391.304348,0.11543478260869566
2018-09-30,2901.5700041052637,2901.5005141052634,3289056842.105263,-0.0018421052631578992
2018-10-31,2796.075662304348,2785.4647800434786,3970779565.2173915,-0.3725652173913042
2018-11-30,2719.651902,2723.2314221904758,3813338571.428571,0.13561904761904764
2018-12-31,2580.7026238947374,2567.3073858421058,4395924736.842105,-0.4910526315789476
2019-01-31,2597.8985886190476,2607.3899972380955,3828649047.6190476,0.3695238095238095
2019-02-28,2750.142141105264,2754.86420631579,3693864736.8421054,0.17284210526315788
2019-03-31,2803.595249761905,2803.9837935714286,3742680000.0,0.016238095238095225
2019-04-30,2900.8104887142863,2903.799979047619,3314516190.4761906,0.10357142857142856
2019-05-31,2855.352727681818,2854.7059104545456,3493641818.181818,-0.022454545454545446
2019-06-30,2887.6860107,2890.1659790500003,3544069500.0,0.09084999999999996
2019-07-31,2995.7922808181816,2996.1136363636365,3197703181.818182,0.012045454545454531
2019-08-31,2901.2199927727274,2897.4504505454543,3618156363.6363635,-0.12504545454545457
2019-09-30,2982.0829956499997,2982.1560058500004,3699616500.0,0.004000000000000001
2019-10-31,2976.9539210434787,2977.675197521739,3372371739.130435,0.02539130434782609
2019-11-30,3101.5594849000004,3104.9044922499997,3608996000.0,0.10844999999999998
2019-12-31,3175.263334619048,3176.7495118095235,3431142857.142857,0.04785714285714286
2020-01-31,3276.8057339047623,3278.202857666666,3671639047.6190476,0.04538095238095234
2020-02-29,3285.607357473684,3277.3141832631577,4436435263.157895,-0.2592105263157895
2020-03-31,2653.187721818181,2652.3936323636367,7354595454.545455,-0.006590909090909051
2020-04-30,2758.609026285714,2761.975225571429,5746274448.380953,0.14114285714285715
2020-05-31,2919.70550535,2919.6084838000006,4519523273.2,0.0026499999999999744
2020-06-30,3106.273626136364,3104.660933090909,5621025722.090909,-0.042727272727272766
2020-07-31,3203.5986439090907,3207.619096227272,4418046363.636364,0.1283181818181818
2020-08-31,3384.8899971904766,3391.7100190952383,4019157142.857143,0.20280952380952383
2020-09-30,3373.977132095238,3365.5166713809526,4384958095.238095,-0.23961904761904756
2020-10-31,3423.191339681818,3418.699995681818,4078981818.181818,-0.12890909090909092
2020-11-30,3543.4300049500002,3548.99248035,5048894000.0,0.16515000000000005
2020-12-31,3679.4149866428575,3683.647147,4886456428.571428,0.11642857142857144
