date,close,change%,open,volume
2020-12-18,106.793304,-1.529,108.45118,11769264128.0
2020-12-17,100.959572,8.793,92.799393,11165000706.0
2020-12-16,92.789688,13.976,81.411545,6152647270.0
2020-12-15,81.400673,-1.17,82.36438,3727495996.0
2020-12-14,82.363159,0.407,82.029449,3459910049.0
2020-12-13,82.000641,6.893,76.713165,3845040543.0
2020-12-12,76.706894,6.421,72.078712,2966684035.0
2020-12-11,72.087334,-3.66,74.825752,3761860017.0
2020-12-10,74.829559,-3.336,77.412209,3007098971.0
2020-12-09,77.41098,0.876,76.738403,4239672634.0
2020-12-08,76.748657,-8.213,83.61647,4230876095.0
2020-12-07,83.624062,0.094,83.545494,4312326196.0
2020-12-06,83.555336,0.529,83.115913,3454805957.0
2020-12-05,83.118729,3.889,80.007393,4517680975.0
2020-12-04,80.017075,-10.198,89.103928,5444117736.0
2020-12-03,89.098969,0.25,88.876465,6014261403.0
2020-12-02,88.856514,4.002,85.437561,7713268209.0
2020-12-01,85.435768,-2.445,87.576599,9818290618.0
2020-11-30,87.574631,10.559,79.210464,6812463306.0
2020-11-29,79.235069,8.99,72.699623,5314384737.0
2020-11-28,72.692963,5.151,69.131828,4784394517.0
2020-11-27,69.123871,-2.484,70.884369,5874999214.0
2020-11-26,70.865723,-13.447,81.875198,8965913475.0
2020-11-25,81.880127,-8.21,89.203506,6033297330.0
2020-11-24,89.205376,0.194,89.032753,7748145324.0
2020-11-23,89.039314,7.66,82.704285,7198913664.0
2020-11-22,82.704208,-4.289,86.410118,6285046851.0
2020-11-21,86.410118,4.634,82.583153,6565673514.0
2020-11-20,82.583153,1.101,81.683632,6264878329.0
2020-11-19,81.68367,10.839,73.695679,6615851204.0
2020-11-18,73.694931,-2.841,75.849861,6120728271.0
2020-11-17,75.852341,3.199,73.501129,5781117491.0
2020-11-16,71.326248,14.525,62.279915,5089779253.0
2020-11-15,62.279919,-2.343,63.774155,2565763409.0
2020-11-14,63.774151,-2.571,65.457199,2879859655.0
2020-11-13,65.457199,8.436,60.364937,4324936978.0
2020-11-12,60.365379,1.43,59.514549,2506731800.0
2020-11-11,59.515026,2.194,58.237267,2580790978.0
2020-11-10,58.237343,-1.9,59.365467,2269831642.0
2020-11-09,59.363884,-2.77,61.055016,2791720300.0
2020-11-08,61.055046,3.232,59.143646,2560316021.0
2020-11-07,59.143646,-6.316,63.131111,4320946722.0
2020-11-06,63.131111,7.592,58.676193,4083503372.0
2020-11-05,58.678497,7.663,54.501873,3250514598.0
2020-11-04,54.499104,1.263,53.819469,3050534139.0
2020-11-03,53.819622,0.004,53.81741,2580300878.0
2020-11-02,53.817482,-3.184,55.587322,3019889901.0
2020-11-01,55.587624,-0.005,55.59026,2045991009.0
2020-10-31,55.59026,3.26,53.835037,2657420659.0
2020-10-30,53.835033,-1.7,54.765961,2563994174.0
2020-10-29,54.765854,-1.752,55.742558,3010404351.0
2020-10-28,55.742512,-3.586,57.816078,3786206312.0
2020-10-27,57.816051,1.886,56.74575,3431678161.0
2020-10-26,56.745777,-3.288,58.67482,3701855843.0
2020-10-25,58.674801,-0.712,59.095585,3725652470.0
2020-10-24,59.095585,6.982,55.238728,3899047276.0
2020-10-23,55.238689,1.73,54.299412,3519541892.0
2020-10-22,54.267277,2.36,53.015892,3814584794.0
2020-10-21,53.04533,12.712,47.062843,3534993795.0
2020-10-20,47.051029,-2.186,48.102547,1757468523.0
2020-10-19,48.098915,0.96,47.641457,1771107656.0
2020-10-18,47.619545,1.19,47.059418,2636565895.0
